,x,y,weight
0,0.6519969487952593,20.95802665982461,3
1,18.678335525700323,6.70093229012688,1
2,2.459985495852439,13.118266262308486,1
3,0.2508572414756072,0.6982703139434654,1
4,13.125692186775744,6.1577762082847185,3
5,4.02403063586664,3.8599402085932457,1
6,9.151684773025199,13.655498739440246,2
7,7.61814208797809,11.21554887930167,1
8,0.5442650237082758,18.130262549365696,1
9,20.34971227021222,18.004628083672316,3
10,1.000635957115189,0.5541464569870835,1
11,11.766802646076213,12.717125429429672,3
12,28.07163961730268,20.97482302550816,1
13,5.058129093439508,1.0337932744424838,3
14,27.441843736138154,4.338074312201481,3
15,14.063788421276115,25.795150362785808,3
16,24.344617314446737,19.710996304896156,2
17,24.00663929109099,13.88667084922558,1
18,11.455585427677033,3.606649603933887,1
19,17.439489725669226,16.787499838841292,2
20,19.324760581198813,14.434259299325314,3
21,9.207410703190712,24.906529994988357,2
22,10.733350654927158,14.94721201687771,2
23,29.693328717705445,4.073795999851354,1
24,29.759396389611503,29.37116333546797,1
25,0.977934920767819,20.167552216214062,1
26,9.495085529625838,2.218901386198687,2
27,15.906326013207163,4.3669428179151515,1
28,13.567287138467247,18.541418412314876,1
29,20.586172477563085,2.1639318212494,3
30,17.314007897555516,4.833994009801793,3
31,17.058860428018644,10.680767980858667,3
32,7.3298090483804925,26.93056654717393,1
33,9.33699081329437,1.69522205823048,1
34,15.17715147756856,3.6845328568837044,2
35,26.396478579911747,10.610711828584433,2
36,23.43858401023991,6.862931898001134,2
37,8.893286267440596,9.514294148370553,1
38,18.278502106418667,26.599444020980616,2
39,2.7610837733029,18.684432592908728,2
40,27.937279898837968,21.706193105246964,3
41,28.069235393187547,14.792385084804668,1
42,26.02432194052583,29.479802671912132,3
43,5.14080966842779,2.7405621987060638,3
44,22.70358793323927,3.585803300703531,3
45,1.9130685772086609,10.009824288193695,1
46,14.472072051232352,18.478745972946456,2
47,17.57567560401287,12.352465900942711,1
48,9.923403531450331,20.414186377672536,2
49,6.526151780928013,7.417700542764591,3
