,x,y,weight
0,22.9680669025175,24.26588222198477,1
1,24.305942952333503,20.32904419236111,3
2,22.222910591617506,4.490277266756509,1
3,6.08150322908039,3.389826917883191,3
4,14.969479873351029,18.298018785313552,1
5,7.089695435317847,12.487431560121449,1
6,16.767577913231268,22.63914849029718,3
7,7.775982651555595,15.308317921065973,1
8,14.893005622535842,0.8549575717156133,1
9,28.003730177658632,13.467345898102174,2
10,24.057633260741195,8.005317047758782,2
11,10.796570689305852,11.2242070538428,3
12,24.39212903243911,1.6447383886784694,3
13,15.950421433477391,13.196185488473727,1
14,13.914991711344491,20.980614598831124,3
15,19.37493194298996,3.372416778537347,3
16,28.253167234900097,8.928810121790507,2
17,22.734208235304905,22.141550020793318,2
18,23.66871919319843,28.613328492671386,2
19,13.059838879511187,15.896903561266049,2
20,10.756280193421725,3.2680936961579086,3
21,3.4241261492575625,7.478936741034286,2
22,0.18854577501133396,10.394708189709164,1
23,7.807609041291283,2.9929531775915894,2
24,8.64446824871523,19.221929829791026,1
25,24.710162091289188,26.07645731449805,1
26,8.435252247641914,7.013157754079696,1
27,6.85006144900873,21.163605688011284,3
28,10.818537136233859,2.0891643979177488,2
29,4.7460868858428675,8.71086782680181,1
30,4.212295168478945,8.23431970691148,3
31,5.982532414755077,4.3961830001509785,2
32,5.493996123533823,3.640324249459681,1
33,9.921128140615638,5.7460112884730865,1
34,12.779408867105964,15.746803494811074,2
35,15.417257213806181,13.569856941609661,2
36,24.236900609579294,19.62218810297128,3
37,6.319655684683675,16.73738118816358,3
38,5.88029747131325,13.540050421052031,1
39,11.155256844038474,25.924102519599728,2
40,24.181664928769546,16.388095204059756,1
41,26.91970661406447,8.679258902444094,1
42,11.933616863571718,10.642628651374148,2
43,9.51612053825305,28.837999012737303,2
44,3.7232183031039634,0.19333939160410263,3
45,23.160229645600435,3.6582359614220215,2
46,2.7207920069859384,3.8427215462336783,1
47,14.69659731083568,20.964856262930486,1
48,7.031923348969552,8.674051129257885,2
49,14.609953520203172,18.28320685594774,1
50,8.917264268338362,19.946893240126712,2
51,23.841121679488666,21.526607357627732,2
52,18.564690344421663,28.243088782056958,1
53,0.47751613222309475,17.54436912736752,2
54,22.891652036313218,9.137413393689815,3
55,27.069355684718232,20.794874572035226,3
56,23.985281547699906,29.7026078808715,1
57,0.08585043456296848,2.1222450704258056,3
58,2.640606910968437,7.564948015370355,1
59,7.163323188547528,4.830044659766669,1
60,13.368263513724038,10.496093248374708,3
61,26.44515711996957,16.092824501328614,3
62,3.33495786747104,8.808655031023967,1
63,14.104834775922033,17.14252761409611,3
64,0.7272686641436454,12.382957692372823,1
65,21.728085649013092,13.887207728405137,2
66,3.820847220654228,3.9676811500327567,2
67,8.85085764642245,22.48158906546857,1
68,16.989978633673935,11.61144220572673,2
69,21.56326380988359,10.342286661820648,2
70,8.921134344200274,1.4983847289756724,1
71,19.911650736158926,2.6924329473877204,3
72,10.24482287290832,8.947980347847151,3
73,28.140695530475817,23.737943697944722,2
74,6.683772885829576,27.796510957201424,2
75,16.988628528640717,23.8455691779384,1
76,15.001832789874811,13.515885255005514,1
77,21.874390138422285,3.385942537187269,2
78,13.392478982896757,20.251930157405532,2
79,7.22755561899095,5.329259575063326,2
80,27.729443428777472,20.185105412095773,3
81,8.382824323699326,2.348723083440478,3
82,15.748908424078385,1.6479957734878314,2
83,19.780833491548762,14.194806555952551,1
84,12.304033352923707,14.842609429918257,3
85,26.767293832223224,17.02208803776974,2
86,26.060781763109894,4.182672428002945,2
87,7.577557846571241,28.72854093361117,1
88,29.098091110829756,15.792378632466992,2
89,23.477848963522646,16.43096619032835,2
90,11.150088947129763,21.21658914890058,2
91,29.69533703772695,9.465652499270991,3
92,12.74960851487086,17.97254659078752,1
93,2.8799133230993554,8.832203095525088,3
94,1.685044577466549,20.455657815052525,3
95,25.063553815398038,17.53732567422636,1
96,8.169900192574538,18.428129002129683,1
97,25.380501581107886,22.506853730657415,2
98,10.300297357196568,1.7095970612579958,3
99,2.284134797778191,0.3780905111656774,3
